Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h),Dir of Max Gust (10s deg),Station Name,Station ID
1966-02-05,1.1,-5.6,-2.3,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-06,1.7,-2.2,-0.3,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-07,-0.6,-3.9,-2.3,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-08,2.8,-3.3,-0.3,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-09,-1.7,-11.1,-6.4,0.0,1.3,1.3,5.0,,,St. Lawrence,6723
1966-02-10,0.0,-11.1,-5.6,0.0,1.8,1.8,8.0,,,St. Lawrence,6723
1966-02-11,2.8,0.0,1.4,0.5,0.0,0.5,10.0,,,St. Lawrence,6723
1966-02-12,3.3,-1.7,0.8,0.0,0.0,0.0,8.0,,,St. Lawrence,6723
1966-02-13,-0.6,-5.0,-2.8,0.0,0.0,0.0,8.0,,,St. Lawrence,6723
1966-02-14,4.4,-2.8,0.8,11.4,0.0,11.4,8.0,,,St. Lawrence,6723
1966-02-15,0.0,-7.2,-3.6,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-16,-2.2,-7.8,-5.0,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-02-17,-2.2,-7.8,-5.0,0.0,1.0,1.0,5.0,,,St. Lawrence,6723
1966-02-18,-5.0,-12.8,-8.9,0.0,0.8,0.8,8.0,,,St. Lawrence,6723
1966-02-19,-11.1,-13.3,-12.2,0.0,2.3,2.3,8.0,,,St. Lawrence,6723
1966-02-20,-7.2,-12.2,-9.7,0.0,0.5,0.5,10.0,,,St. Lawrence,6723
1966-02-21,-7.8,-14.4,-11.1,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-02-22,-8.9,-13.9,-11.4,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-02-23,0.0,-11.7,-5.9,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-02-24,-2.2,-11.1,-6.7,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-02-25,0.0,-11.7,-5.9,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-02-26,1.1,-3.3,-1.1,0.0,8.1,8.1,10.0,,,St. Lawrence,6723
1966-02-27,-1.1,-7.2,-4.2,0.0,1.0,1.0,15.0,,,St. Lawrence,6723
1966-02-28,0.6,-6.1,-2.8,0.0,0.0,0.0,15.0,,,St. Lawrence,6723
1966-03-01,2.2,-3.9,-0.9,12.2,0.0,12.2,15.0,,,St. Lawrence,6723
1966-03-02,3.9,-0.6,1.7,1.0,1.3,2.0,8.0,,,St. Lawrence,6723
1966-03-03,1.7,-0.6,0.6,0.0,0.0,0.0,8.0,,,St. Lawrence,6723
1966-03-04,2.2,-2.2,0.0,0.0,0.0,0.0,8.0,,,St. Lawrence,6723
1966-03-05,1.1,-2.8,-0.9,0.0,0.5,0.5,8.0,,,St. Lawrence,6723
1966-03-06,3.9,-1.1,1.4,29.7,0.3,32.0,10.0,,,St. Lawrence,6723
1966-03-07,5.0,-0.6,2.2,24.1,0.0,24.1,5.0,,,St. Lawrence,6723
1966-03-08,2.2,-2.8,-0.3,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-03-09,1.7,-4.4,-1.4,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-03-10,-1.7,-4.4,-3.1,0.0,4.8,4.6,8.0,,,St. Lawrence,6723
1966-03-11,1.7,-3.9,-1.1,0.0,2.0,2.5,10.0,,,St. Lawrence,6723
1966-03-12,-2.8,-12.8,-7.8,0.0,0.3,0.5,13.0,,,St. Lawrence,6723
1966-03-13,-2.2,-14.4,-8.3,0.0,0.0,0.0,13.0,,,St. Lawrence,6723
1966-03-14,1.1,-11.1,-5.0,0.0,0.0,0.0,13.0,,,St. Lawrence,6723
1966-03-15,0.0,-8.9,-4.5,0.0,5.3,5.1,10.0,,,St. Lawrence,6723
1966-03-16,-0.6,-8.3,-4.5,0.0,14.0,18.0,23.0,,,St. Lawrence,6723
1966-03-17,0.6,-10.0,-4.7,0.0,0.0,0.0,25.0,,,St. Lawrence,6723
1966-03-18,0.0,-7.8,-3.9,0.0,0.0,0.0,25.0,,,St. Lawrence,6723
1966-03-19,0.6,-6.7,-3.1,0.0,0.0,0.0,25.0,,,St. Lawrence,6723
1966-03-20,1.7,-1.7,0.0,0.0,0.0,0.0,23.0,,,St. Lawrence,6723
1966-03-21,6.1,-3.3,1.4,0.0,0.0,0.0,18.0,,,St. Lawrence,6723
1966-03-22,5.0,1.7,3.4,3.0,0.0,3.0,13.0,,,St. Lawrence,6723
1966-03-23,7.8,1.7,4.8,0.0,0.0,0.0,10.0,,,St. Lawrence,6723
1966-03-24,8.3,-0.6,3.9,0.0,0.0,0.0,8.0,,,St. Lawrence,6723
1966-03-25,1.1,-2.8,-0.9,0.0,0.0,0.0,5.0,,,St. Lawrence,6723
1966-03-26,1.7,-1.1,0.3,0.0,0.0,0.0,3.0,,,St. Lawrence,6723
1966-03-27,1.1,-0.6,0.3,1.8,0.0,1.8,3.0,,,St. Lawrence,6723
1966-03-28,2.2,-0.6,0.8,5.6,0.0,5.6,3.0,,,St. Lawrence,6723
1966-03-29,2.2,-1.7,0.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-03-30,0.6,-5.6,-2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-03-31,3.9,-2.2,0.9,9.9,0.0,9.9,0.0,,,St. Lawrence,6723
1966-04-01,3.9,1.7,2.8,18.8,0.0,18.8,0.0,,,St. Lawrence,6723
1966-04-02,2.8,-0.6,1.1,2.5,0.0,2.5,0.0,,,St. Lawrence,6723
1966-04-03,5.0,0.6,2.8,21.3,0.0,21.3,0.0,,,St. Lawrence,6723
1966-04-04,3.9,-1.1,1.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-05,2.2,-1.1,0.6,1.3,0.8,2.0,0.0,,,St. Lawrence,6723
1966-04-06,3.9,-0.6,1.7,4.3,0.0,4.3,0.0,,,St. Lawrence,6723
1966-04-07,4.4,0.0,2.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-08,5.6,-0.6,2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-09,6.7,-3.9,1.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-10,3.3,-3.3,0.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-11,3.3,-1.1,1.1,1.5,0.0,1.5,0.0,,,St. Lawrence,6723
1966-04-12,6.7,0.0,3.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-13,6.1,-3.9,1.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-14,2.8,-4.4,-0.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-15,5.6,-4.4,0.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-16,9.4,0.6,5.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-17,6.7,-0.6,3.1,0.5,0.0,0.5,0.0,,,St. Lawrence,6723
1966-04-18,7.8,-0.6,3.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-19,10.0,0.6,5.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-20,6.1,-2.2,2.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-21,6.1,-3.9,1.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-22,6.1,-1.1,2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-23,7.2,-3.9,1.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-24,3.9,-6.1,-1.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-25,5.0,-0.6,2.2,15.7,2.3,18.0,0.0,,,St. Lawrence,6723
1966-04-26,6.7,-2.8,2.0,3.3,0.8,4.1,0.0,,,St. Lawrence,6723
1966-04-27,3.9,-1.7,1.1,0.0,0.8,0.8,0.0,,,St. Lawrence,6723
1966-04-28,7.8,-2.8,2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-29,5.0,-4.4,0.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-04-30,3.3,-1.7,0.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-01,7.2,-1.7,2.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-02,3.9,0.6,2.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-03,6.1,0.0,3.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-04,2.8,0.0,1.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-05,2.2,0.0,1.1,0.0,5.3,11.4,0.0,,,St. Lawrence,6723
1966-05-06,4.4,-0.6,1.9,11.2,0.0,11.2,3.0,,,St. Lawrence,6723
1966-05-07,3.3,-0.6,1.4,6.4,0.0,6.4,0.0,,,St. Lawrence,6723
1966-05-08,3.9,-1.7,1.1,0.0,0.3,0.3,0.0,,,St. Lawrence,6723
1966-05-09,2.8,-0.6,1.1,8.1,0.3,8.6,0.0,,,St. Lawrence,6723
1966-05-10,7.8,1.1,4.5,24.6,0.0,24.6,0.0,,,St. Lawrence,6723
1966-05-11,4.4,1.7,3.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-12,6.1,-0.6,2.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-13,5.6,-1.1,2.3,7.1,0.0,7.1,0.0,,,St. Lawrence,6723
1966-05-14,9.4,0.0,4.7,12.7,0.0,12.7,0.0,,,St. Lawrence,6723
1966-05-15,7.8,-1.7,3.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-16,6.7,-1.1,2.8,0.8,0.0,0.8,0.0,,,St. Lawrence,6723
1966-05-17,7.2,1.7,4.5,3.8,0.0,3.8,0.0,,,St. Lawrence,6723
1966-05-18,7.2,-3.9,1.7,2.5,0.0,2.5,0.0,,,St. Lawrence,6723
1966-05-19,6.7,-4.4,1.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-20,5.6,-1.1,2.3,4.3,0.0,4.3,0.0,,,St. Lawrence,6723
1966-05-21,5.6,1.1,3.4,5.1,0.0,5.1,0.0,,,St. Lawrence,6723
1966-05-22,6.7,1.7,4.2,4.8,0.0,4.8,0.0,,,St. Lawrence,6723
1966-05-23,16.1,4.4,10.3,5.3,0.0,5.3,0.0,,,St. Lawrence,6723
1966-05-24,14.4,3.3,8.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-25,6.1,2.8,4.5,1.8,0.0,1.8,0.0,,,St. Lawrence,6723
1966-05-26,9.4,1.7,5.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-27,10.0,-0.6,4.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-28,8.3,2.2,5.3,2.0,0.0,2.0,0.0,,,St. Lawrence,6723
1966-05-29,8.9,3.3,6.1,6.9,0.0,6.9,0.0,,,St. Lawrence,6723
1966-05-30,8.3,5.0,6.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-05-31,12.2,5.6,8.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-01,11.1,5.6,8.4,9.9,0.0,9.9,0.0,,,St. Lawrence,6723
1966-06-02,8.3,5.6,7.0,3.0,0.0,3.0,0.0,,,St. Lawrence,6723
1966-06-03,13.3,1.7,7.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-04,9.4,2.8,6.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-05,15.0,5.0,10.0,2.8,0.0,2.8,0.0,,,St. Lawrence,6723
1966-06-06,15.6,4.4,10.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-07,8.9,3.9,6.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-08,8.3,5.0,6.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-09,9.4,4.4,6.9,0.8,0.0,0.8,0.0,,,St. Lawrence,6723
1966-06-10,10.0,2.2,6.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-11,7.2,3.3,5.3,26.9,0.0,26.9,0.0,,,St. Lawrence,6723
1966-06-12,15.6,3.9,9.8,2.3,0.0,2.3,0.0,,,St. Lawrence,6723
1966-06-13,10.0,5.6,7.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-14,10.0,5.0,7.5,2.0,0.0,2.0,0.0,,,St. Lawrence,6723
1966-06-15,10.0,3.3,6.7,7.9,0.0,7.9,0.0,,,St. Lawrence,6723
1966-06-16,8.9,5.0,7.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-17,9.4,5.6,7.5,15.5,0.0,15.5,0.0,,,St. Lawrence,6723
1966-06-18,8.3,6.1,7.2,11.7,0.0,11.7,0.0,,,St. Lawrence,6723
1966-06-19,10.0,5.6,7.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-20,12.2,5.6,8.9,16.3,0.0,16.3,0.0,,,St. Lawrence,6723
1966-06-21,11.7,5.6,8.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-22,12.8,5.6,9.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-23,11.1,5.6,8.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-24,9.4,5.6,7.5,9.1,0.0,9.1,0.0,,,St. Lawrence,6723
1966-06-25,13.9,5.6,9.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-26,9.4,4.4,6.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-27,7.8,5.0,6.4,2.3,0.0,2.3,0.0,,,St. Lawrence,6723
1966-06-28,16.7,6.7,11.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-29,12.8,7.2,10.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-06-30,11.1,7.2,9.2,2.3,0.0,2.3,0.0,,,St. Lawrence,6723
1966-07-01,12.8,6.7,9.8,4.6,0.0,4.6,0.0,,,St. Lawrence,6723
1966-07-02,13.9,8.3,11.1,2.0,0.0,2.0,0.0,,,St. Lawrence,6723
1966-07-03,12.2,8.3,10.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-04,10.0,7.2,8.6,7.9,0.0,7.9,0.0,,,St. Lawrence,6723
1966-07-05,13.9,6.1,10.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-06,12.8,5.6,9.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-07,12.2,7.8,10.0,2.5,0.0,2.5,0.0,,,St. Lawrence,6723
1966-07-08,12.8,8.9,10.9,1.3,0.0,1.3,0.0,,,St. Lawrence,6723
1966-07-09,14.4,7.8,11.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-10,14.4,7.8,11.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-11,12.8,10.0,11.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-12,12.8,9.4,11.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-13,15.0,9.4,12.2,0.5,0.0,0.5,0.0,,,St. Lawrence,6723
1966-07-14,13.3,8.9,11.1,13.2,0.0,13.2,0.0,,,St. Lawrence,6723
1966-07-15,16.7,7.8,12.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-16,15.0,8.3,11.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-17,16.1,8.3,12.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-18,13.9,9.4,11.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-19,12.8,10.0,11.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-20,13.3,10.6,12.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-21,14.4,10.0,12.2,12.7,0.0,12.7,0.0,,,St. Lawrence,6723
1966-07-22,13.9,11.1,12.5,3.0,0.0,3.0,0.0,,,St. Lawrence,6723
1966-07-23,13.3,9.4,11.4,19.6,0.0,19.6,0.0,,,St. Lawrence,6723
1966-07-24,17.2,10.0,13.6,1.0,0.0,1.0,0.0,,,St. Lawrence,6723
1966-07-25,14.4,10.6,12.5,12.7,0.0,12.7,0.0,,,St. Lawrence,6723
1966-07-26,16.7,10.0,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-27,13.9,11.7,12.8,5.6,0.0,5.6,0.0,,,St. Lawrence,6723
1966-07-28,16.1,10.6,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-29,13.3,10.0,11.7,13.0,0.0,13.0,0.0,,,St. Lawrence,6723
1966-07-30,16.7,11.7,14.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-07-31,17.8,11.7,14.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-01,17.2,11.7,14.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-02,18.9,11.7,15.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-03,16.7,12.2,14.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-04,15.0,10.0,12.5,4.1,0.0,4.1,0.0,,,St. Lawrence,6723
1966-08-05,16.7,10.0,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-06,16.7,11.7,14.2,2.3,0.0,2.3,0.0,,,St. Lawrence,6723
1966-08-07,17.2,10.6,13.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-08,23.3,11.7,17.5,0.8,0.0,0.8,0.0,,,St. Lawrence,6723
1966-08-09,15.0,11.7,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-10,15.6,11.1,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-11,16.1,12.8,14.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-12,16.7,13.3,15.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-13,17.8,10.0,13.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-14,15.6,8.3,12.0,0.8,0.0,0.8,0.0,,,St. Lawrence,6723
1966-08-15,16.7,11.1,13.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-16,17.8,11.7,14.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-17,17.2,11.1,14.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-18,15.0,11.7,13.4,69.3,0.0,69.3,0.0,,,St. Lawrence,6723
1966-08-19,17.8,11.7,14.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-20,18.3,12.2,15.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-21,17.2,11.1,14.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-22,18.3,12.2,15.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-23,18.9,8.9,13.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-24,14.4,9.4,11.9,20.6,0.0,20.6,0.0,,,St. Lawrence,6723
1966-08-25,17.2,12.2,14.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-26,17.2,11.1,14.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-27,17.8,13.3,15.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-28,16.1,12.8,14.5,0.8,0.0,0.8,0.0,,,St. Lawrence,6723
1966-08-29,20.6,10.0,15.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-08-30,15.6,10.0,12.8,3.8,0.0,3.8,0.0,,,St. Lawrence,6723
1966-08-31,18.3,8.3,13.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-01,13.9,5.0,9.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-02,15.0,5.6,10.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-03,15.0,5.0,10.0,1.3,0.0,1.3,0.0,,,St. Lawrence,6723
1966-09-04,16.7,4.4,10.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-05,14.4,7.8,11.1,5.8,0.0,5.8,0.0,,,St. Lawrence,6723
1966-09-06,16.1,10.0,13.1,9.9,0.0,9.9,0.0,,,St. Lawrence,6723
1966-09-07,15.0,11.7,13.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-08,17.8,10.0,13.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-09,15.6,10.0,12.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-10,17.2,9.4,13.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-11,14.4,8.9,11.7,8.1,0.0,8.1,0.0,,,St. Lawrence,6723
1966-09-12,12.8,2.8,7.8,7.9,0.0,7.9,0.0,,,St. Lawrence,6723
1966-09-13,13.9,1.7,7.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-14,17.2,8.9,13.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-15,15.0,11.1,13.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-16,16.1,8.9,12.5,14.7,0.0,14.7,0.0,,,St. Lawrence,6723
1966-09-17,13.3,6.7,10.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-18,17.8,6.7,12.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-19,16.7,7.2,12.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-20,12.2,2.8,7.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-21,13.3,1.7,7.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-22,15.6,5.0,10.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-23,13.9,7.8,10.9,5.8,0.0,5.8,0.0,,,St. Lawrence,6723
1966-09-24,14.4,11.1,12.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-25,13.3,6.7,10.0,3.3,0.0,3.3,0.0,,,St. Lawrence,6723
1966-09-26,12.8,7.2,10.0,0.3,0.0,0.3,0.0,,,St. Lawrence,6723
1966-09-27,11.1,4.4,7.8,4.1,0.0,4.1,0.0,,,St. Lawrence,6723
1966-09-28,12.2,0.6,6.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-09-29,11.7,8.3,10.0,7.1,0.0,7.1,0.0,,,St. Lawrence,6723
1966-09-30,12.8,8.3,10.6,5.1,0.0,5.1,0.0,,,St. Lawrence,6723
1966-10-01,14.4,7.8,11.1,3.0,0.0,3.0,0.0,,,St. Lawrence,6723
1966-10-02,15.6,7.8,11.7,11.4,0.0,11.4,0.0,,,St. Lawrence,6723
1966-10-03,11.7,5.6,8.7,1.3,0.0,1.3,0.0,,,St. Lawrence,6723
1966-10-04,12.8,5.0,8.9,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-05,12.2,5.6,8.9,12.2,0.0,12.2,0.0,,,St. Lawrence,6723
1966-10-06,12.8,5.6,9.2,20.3,0.0,20.3,0.0,,,St. Lawrence,6723
1966-10-07,8.9,5.0,7.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-08,10.6,2.8,6.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-09,11.1,1.1,6.1,0.3,0.0,0.3,0.0,,,St. Lawrence,6723
1966-10-10,10.0,7.8,8.9,0.5,0.0,0.5,0.0,,,St. Lawrence,6723
1966-10-11,10.6,7.8,9.2,0.3,0.0,0.3,0.0,,,St. Lawrence,6723
1966-10-12,11.1,7.2,9.2,4.6,0.0,4.6,0.0,,,St. Lawrence,6723
1966-10-13,11.7,5.6,8.7,1.5,0.0,1.5,0.0,,,St. Lawrence,6723
1966-10-14,12.8,5.6,9.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-15,11.1,3.3,7.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-16,10.6,6.1,8.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-17,13.3,8.9,11.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-18,10.6,3.3,7.0,0.3,0.0,0.3,0.0,,,St. Lawrence,6723
1966-10-19,10.6,1.7,6.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-20,10.6,0.0,5.3,6.4,0.0,6.4,0.0,,,St. Lawrence,6723
1966-10-21,10.0,3.3,6.7,5.1,0.0,5.1,0.0,,,St. Lawrence,6723
1966-10-22,8.3,1.1,4.7,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-23,7.2,-2.2,2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-24,8.3,-1.7,3.3,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-25,7.2,4.4,5.8,5.8,0.0,5.8,0.0,,,St. Lawrence,6723
1966-10-26,7.8,6.1,7.0,18.3,0.0,18.3,0.0,,,St. Lawrence,6723
1966-10-27,10.6,3.9,7.3,0.3,0.0,0.3,0.0,,,St. Lawrence,6723
1966-10-28,8.9,6.1,7.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-29,10.0,5.6,7.8,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-10-30,10.6,2.8,6.7,22.4,0.0,22.4,0.0,,,St. Lawrence,6723
1966-10-31,5.0,-2.8,1.1,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-01,7.8,-2.8,2.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-02,8.9,-1.7,3.6,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-03,8.3,6.1,7.2,0.5,0.0,0.5,0.0,,,St. Lawrence,6723
1966-11-04,10.6,7.8,9.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-05,10.0,-1.7,4.2,3.8,0.0,3.8,0.0,,,St. Lawrence,6723
1966-11-06,6.7,-3.9,1.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-07,3.9,1.1,2.5,1.8,0.0,1.8,0.0,,,St. Lawrence,6723
1966-11-08,7.8,2.2,5.0,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-09,7.2,1.7,4.5,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-10,8.9,6.7,7.8,15.5,0.0,15.5,0.0,,,St. Lawrence,6723
1966-11-11,10.0,8.3,9.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-12,10.0,8.3,9.2,6.4,0.0,6.4,0.0,,,St. Lawrence,6723
1966-11-13,10.6,1.1,5.9,14.7,0.0,14.7,0.0,,,St. Lawrence,6723
1966-11-14,5.0,-0.6,2.2,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-15,5.0,1.7,3.4,0.0,0.0,0.0,0.0,,,St. Lawrence,6723
1966-11-16,4.4,-1.7,1.4,0.0,0.3,0.3,0.0,,,St. Lawrence,6723
1966-11-17,1.1,-2.8,-0.9,0.0,1.3,1.3,0.0,,,St. Lawrence,6723
