Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h),Station Name,Station ID
2002-01-01,-2.9,-5.4,-4.2,,,,,63.0,Grates Cove,10818
2002-01-02,-2.8,-6.0,-4.4,,,,,,Grates Cove,10818
2002-01-03,-2.1,-4.9,-3.5,,,,,63.0,Grates Cove,10818
2002-01-04,-4.5,-8.4,-6.5,,,,,,Grates Cove,10818
2002-01-07,6.1,,,,,,,,Grates Cove,10818
2002-01-08,-1.2,-4.9,-3.1,,,,,74.0,Grates Cove,10818
2002-01-09,-1.1,-10.8,-6.0,,,,,70.0,Grates Cove,10818
2002-01-10,0.1,-1.9,-0.9,,,,,37.0,Grates Cove,10818
2002-01-11,-1.2,-4.6,-2.9,,,,,56.0,Grates Cove,10818
2002-01-12,-2.8,-4.9,-3.9,,,,,67.0,Grates Cove,10818
2002-01-13,-0.8,-9.5,-5.2,,,,,80.0,Grates Cove,10818
2002-01-14,2.4,-7.4,-2.5,,,,,102.0,Grates Cove,10818
2002-01-15,,-17.5,,,,,,,Grates Cove,10818
2002-01-17,-5.7,-16.5,-11.1,,,,,83.0,Grates Cove,10818
2002-01-18,-5.5,-17.3,-11.4,,,,,,Grates Cove,10818
2002-01-19,-4.9,-11.5,-8.2,,,,,59.0,Grates Cove,10818
2002-01-20,,-11.8,,,,,,,Grates Cove,10818
2002-01-21,-7.2,-17.4,-12.3,,,,,126.0,Grates Cove,10818
2002-01-22,-2.3,-8.9,-5.6,,,,,132.0,Grates Cove,10818
2002-01-23,,-10.4,,,,,,,Grates Cove,10818
2002-01-24,-13.2,,,,,,,,Grates Cove,10818
2002-01-25,,-19.4,,,,,,,Grates Cove,10818
2002-02-15,0.8,-11.6,-5.4,,,,,83.0,Grates Cove,10818
2002-02-16,4.5,0.7,2.6,,,,,96.0,Grates Cove,10818
2002-02-17,4.9,-2.3,1.3,,,,,93.0,Grates Cove,10818
2002-02-18,-2.1,-4.1,-3.1,,,,,80.0,Grates Cove,10818
2002-02-19,1.2,-2.2,-0.5,,,,,61.0,Grates Cove,10818
2002-02-20,-0.1,-3.6,-1.9,,,,,54.0,Grates Cove,10818
2002-02-21,-1.4,-3.9,-2.7,,,,,43.0,Grates Cove,10818
2002-02-22,3.0,-1.9,0.6,,,,,50.0,Grates Cove,10818
2002-02-23,2.5,-1.8,0.4,,,,,69.0,Grates Cove,10818
2002-02-24,-1.6,-7.5,-4.6,,,,,59.0,Grates Cove,10818
2002-02-25,-4.3,-8.0,-6.2,,,,,46.0,Grates Cove,10818
2002-02-26,-0.9,-6.9,-3.9,,,,,41.0,Grates Cove,10818
2002-02-27,2.7,-3.1,-0.2,,,,,78.0,Grates Cove,10818
2002-02-28,6.2,0.1,3.2,,,,,89.0,Grates Cove,10818
2002-03-01,1.0,-3.1,-1.1,,,,,70.0,Grates Cove,10818
2002-03-02,0.2,-3.5,-1.7,,,,,32.0,Grates Cove,10818
2002-03-03,1.9,-5.1,-1.6,,,,,102.0,Grates Cove,10818
2002-03-04,10.0,1.0,5.5,,,,,100.0,Grates Cove,10818
2002-03-05,1.2,-8.8,-3.8,,,,,59.0,Grates Cove,10818
2002-03-06,-3.7,-9.2,-6.5,,,,,69.0,Grates Cove,10818
2002-03-07,-2.3,-8.1,-5.2,,,,,50.0,Grates Cove,10818
2002-03-08,-0.3,-13.3,-6.8,,,,,78.0,Grates Cove,10818
2002-03-09,-5.1,-13.2,-9.2,,,,,50.0,Grates Cove,10818
2002-03-10,6.2,-6.1,0.1,,,,,80.0,Grates Cove,10818
2002-03-11,9.0,-6.9,1.1,,,,,93.0,Grates Cove,10818
2002-03-12,-1.1,-5.9,-3.5,,,,,76.0,Grates Cove,10818
2002-03-13,-0.5,-4.8,-2.7,,,,,54.0,Grates Cove,10818
2002-03-14,7.3,-3.2,2.1,,,,,96.0,Grates Cove,10818
2002-03-15,-2.1,-7.2,-4.7,,,,,115.0,Grates Cove,10818
2002-03-16,0.7,-6.7,-3.0,,,,,85.0,Grates Cove,10818
2002-03-17,-1.1,-2.7,-1.9,,,,,96.0,Grates Cove,10818
2002-03-18,-1.8,-3.7,-2.8,,,,,102.0,Grates Cove,10818
2002-03-19,-3.5,-4.8,-4.2,,,,,95.0,Grates Cove,10818
2002-03-20,-3.0,-5.4,-4.2,,,,,80.0,Grates Cove,10818
2002-03-21,-1.0,-6.1,-3.6,,,,,39.0,Grates Cove,10818
2002-03-22,1.2,-3.3,-1.1,,,,,104.0,Grates Cove,10818
2002-03-23,0.5,-6.2,-2.9,,,,,106.0,Grates Cove,10818
2002-03-24,2.6,-3.6,-0.5,,,,,96.0,Grates Cove,10818
2002-03-25,-0.7,-8.1,-4.4,,,,,,Grates Cove,10818
2002-03-26,1.5,-8.8,-3.7,,,,,61.0,Grates Cove,10818
2002-03-27,1.3,-4.6,-1.7,,,,,89.0,Grates Cove,10818
2002-03-28,13.3,1.2,7.3,,,,,96.0,Grates Cove,10818
2002-03-29,8.6,-0.8,3.9,,,,,70.0,Grates Cove,10818
2002-03-30,1.0,-2.4,-0.7,,,,,43.0,Grates Cove,10818
2002-03-31,3.5,-1.7,0.9,,,,,76.0,Grates Cove,10818
2002-04-01,6.4,-0.1,3.2,,,,,87.0,Grates Cove,10818
2002-04-02,7.3,-0.8,3.3,,,,,100.0,Grates Cove,10818
2002-04-03,6.3,0.2,3.3,,,,,82.0,Grates Cove,10818
2002-04-04,11.0,0.2,5.6,,,,,83.0,Grates Cove,10818
2002-04-05,6.5,-1.4,2.6,,,,,63.0,Grates Cove,10818
2002-04-06,1.2,-1.5,-0.2,,,,,59.0,Grates Cove,10818
2002-04-07,-0.7,-2.0,-1.4,,,,,,Grates Cove,10818
2002-04-08,-0.4,-2.7,-1.6,,,,,,Grates Cove,10818
2002-04-09,4.3,-1.3,1.5,,,,,,Grates Cove,10818
2002-04-10,8.3,-0.6,3.9,,,,,,Grates Cove,10818
2002-04-11,2.5,-1.8,0.4,,,,,39.0,Grates Cove,10818
2002-04-12,6.2,-2.1,2.1,,,,,74.0,Grates Cove,10818
2002-04-13,6.4,1.1,3.8,,,,,98.0,Grates Cove,10818
2002-04-14,3.8,-2.2,0.8,,,,,48.0,Grates Cove,10818
2002-04-15,1.4,-2.6,-0.6,,,,,52.0,Grates Cove,10818
2002-04-16,3.4,-1.5,1.0,,,,,50.0,Grates Cove,10818
2002-04-17,3.0,-4.7,-0.9,,,,,83.0,Grates Cove,10818
2002-04-18,0.2,-4.1,-2.0,,,,,69.0,Grates Cove,10818
2002-04-19,2.7,-2.4,0.2,,,,,67.0,Grates Cove,10818
2002-04-20,6.2,-1.2,2.5,,,,,72.0,Grates Cove,10818
2002-04-21,2.6,-1.9,0.4,,,,,63.0,Grates Cove,10818
2002-04-22,2.5,-1.5,0.5,,,,,59.0,Grates Cove,10818
2002-04-23,0.5,-1.5,-0.5,,,,,76.0,Grates Cove,10818
2002-04-24,-0.1,-1.0,-0.6,,,,,83.0,Grates Cove,10818
2002-04-25,0.6,-1.0,-0.2,,,,,,Grates Cove,10818
2002-04-26,6.3,-0.8,2.8,,,,,91.0,Grates Cove,10818
2002-04-27,5.2,-0.1,2.6,,,,,89.0,Grates Cove,10818
2002-04-28,3.2,-0.3,1.5,,,,,93.0,Grates Cove,10818
2002-04-29,3.7,-0.8,1.5,,,,,80.0,Grates Cove,10818
2002-04-30,11.7,1.2,6.5,,,,,83.0,Grates Cove,10818
2002-05-01,7.1,0.7,3.9,,,,,61.0,Grates Cove,10818
2002-05-02,8.6,0.4,4.5,,,,,69.0,Grates Cove,10818
2002-05-03,6.8,0.0,3.4,,,,,78.0,Grates Cove,10818
2002-05-04,5.7,0.9,3.3,,,,,96.0,Grates Cove,10818
2002-05-05,7.5,0.1,3.8,,,,,52.0,Grates Cove,10818
2002-05-06,8.8,1.5,5.2,,,,,57.0,Grates Cove,10818
2002-05-07,8.7,1.2,5.0,,,,,41.0,Grates Cove,10818
2002-05-08,12.0,1.2,6.6,,,,,78.0,Grates Cove,10818
2002-05-09,7.8,0.1,4.0,,,,,48.0,Grates Cove,10818
2002-05-10,6.5,0.4,3.5,,,,,54.0,Grates Cove,10818
2002-05-11,12.3,3.1,7.7,,,,,61.0,Grates Cove,10818
2002-05-12,11.5,1.2,6.4,,,,,41.0,Grates Cove,10818
2002-05-13,4.7,-0.9,1.9,,,,,,Grates Cove,10818
2002-05-14,5.0,-0.3,2.4,,,,,32.0,Grates Cove,10818
2002-05-15,5.1,0.2,2.7,,,,,111.0,Grates Cove,10818
2002-05-16,6.8,1.2,4.0,,,,,57.0,Grates Cove,10818
2002-05-17,10.9,2.5,6.7,,,,,59.0,Grates Cove,10818
2002-05-18,10.5,2.6,6.6,,,,,48.0,Grates Cove,10818
2002-05-19,6.3,1.5,3.9,,,,,67.0,Grates Cove,10818
2002-05-20,8.0,-1.6,3.2,,,,,61.0,Grates Cove,10818
2002-05-21,,-10.3,,,,,,,Grates Cove,10818
2002-05-24,15.1,6.0,10.6,,,,,78.0,Grates Cove,10818
2002-05-25,13.5,2.5,8.0,,,,,57.0,Grates Cove,10818
2002-05-26,12.0,2.2,7.1,,,,,65.0,Grates Cove,10818
2002-05-27,11.4,5.3,8.4,,,,,72.0,Grates Cove,10818
2002-05-28,9.1,3.2,6.2,,,,,44.0,Grates Cove,10818
2002-05-29,17.0,3.9,10.5,,,,,69.0,Grates Cove,10818
2002-05-30,16.3,9.1,12.7,,,,,76.0,Grates Cove,10818
2002-05-31,16.1,7.7,11.9,,,,,54.0,Grates Cove,10818
2002-06-01,16.1,8.5,12.3,,,,,69.0,Grates Cove,10818
2002-06-02,19.5,7.0,13.3,,,,,74.0,Grates Cove,10818
2002-06-03,15.2,6.0,10.6,,,,,67.0,Grates Cove,10818
2002-06-04,11.8,5.1,8.5,,,,,54.0,Grates Cove,10818
2002-06-05,15.6,5.5,10.6,,,,,56.0,Grates Cove,10818
2002-06-06,11.5,5.8,8.7,,,,,87.0,Grates Cove,10818
2002-06-07,13.1,6.5,9.8,,,,,43.0,Grates Cove,10818
2002-06-08,12.4,5.8,9.1,,,,,33.0,Grates Cove,10818
2002-06-09,14.0,6.4,10.2,,,,,35.0,Grates Cove,10818
2002-06-10,8.8,0.0,4.4,,,,,35.0,Grates Cove,10818
2002-06-11,7.1,3.6,5.4,,,,,44.0,Grates Cove,10818
2002-06-12,5.4,3.0,4.2,,,,,46.0,Grates Cove,10818
2002-06-13,8.7,3.1,5.9,,,,,54.0,Grates Cove,10818
2002-06-14,14.1,4.9,9.5,,,,,59.0,Grates Cove,10818
2002-06-15,6.2,4.5,5.4,,,,,48.0,Grates Cove,10818
2002-06-16,6.1,4.0,5.1,,,,,44.0,Grates Cove,10818
2002-06-17,9.0,4.3,6.7,,,,,59.0,Grates Cove,10818
2002-06-18,10.0,5.2,7.6,,,,,32.0,Grates Cove,10818
2002-06-19,18.9,4.3,11.6,,,,,33.0,Grates Cove,10818
2002-06-20,16.2,5.9,11.1,,,,,54.0,Grates Cove,10818
2002-06-21,22.5,12.5,17.5,,,,,82.0,Grates Cove,10818
2002-06-22,17.0,4.3,10.7,,,,,91.0,Grates Cove,10818
2002-06-23,9.7,5.0,7.4,,,,,,Grates Cove,10818
2002-06-24,14.0,0.0,7.0,,,,,56.0,Grates Cove,10818
2002-06-25,13.5,6.7,10.1,,,,,69.0,Grates Cove,10818
2002-06-26,15.5,6.8,11.2,,,,,59.0,Grates Cove,10818
2002-06-27,20.3,,,,,,,,Grates Cove,10818
2002-06-28,19.0,10.4,14.7,,,,,63.0,Grates Cove,10818
2002-06-29,12.2,7.8,10.0,,,,,,Grates Cove,10818
2002-06-30,17.3,7.4,12.4,,,,,61.0,Grates Cove,10818
2002-07-01,22.6,11.0,16.8,,,,,59.0,Grates Cove,10818
2002-07-02,22.1,11.3,16.7,,,,,54.0,Grates Cove,10818
2002-07-03,23.0,9.5,16.3,,,,,63.0,Grates Cove,10818
2002-07-04,14.9,8.4,11.7,,,,,57.0,Grates Cove,10818
2002-07-05,23.7,0.0,11.9,,,,,44.0,Grates Cove,10818
2002-07-06,25.9,13.6,19.8,,,,,48.0,Grates Cove,10818
2002-07-07,27.1,12.9,20.0,,,,,70.0,Grates Cove,10818
2002-07-08,19.7,12.5,16.1,,,,,56.0,Grates Cove,10818
2002-07-09,20.6,12.3,16.5,,,,,59.0,Grates Cove,10818
2002-07-10,17.8,12.6,15.2,,,,,67.0,Grates Cove,10818
2002-07-11,19.8,11.4,15.6,,,,,65.0,Grates Cove,10818
2002-07-12,17.1,11.3,14.2,,,,,67.0,Grates Cove,10818
2002-07-13,20.9,11.2,16.1,,,,,50.0,Grates Cove,10818
2002-07-14,21.1,12.0,16.6,,,,,54.0,Grates Cove,10818
2002-07-15,22.1,13.6,17.9,,,,,44.0,Grates Cove,10818
2002-07-16,19.9,11.3,15.6,,,,,57.0,Grates Cove,10818
2002-07-17,17.9,11.1,14.5,,,,,82.0,Grates Cove,10818
2002-07-18,20.1,12.9,16.5,,,,,72.0,Grates Cove,10818
2002-07-19,21.6,9.6,15.6,,,,,54.0,Grates Cove,10818
2002-07-20,16.0,9.4,12.7,,,,,72.0,Grates Cove,10818
2002-07-21,13.2,7.0,10.1,,,,,37.0,Grates Cove,10818
2002-07-22,22.1,12.3,17.2,,,,,56.0,Grates Cove,10818
2002-07-23,24.2,13.2,18.7,,,,,91.0,Grates Cove,10818
2002-07-24,18.4,7.3,12.9,,,,,63.0,Grates Cove,10818
2002-07-25,11.6,7.0,9.3,,,,,41.0,Grates Cove,10818
2002-07-26,18.2,8.5,13.4,,,,,48.0,Grates Cove,10818
2002-07-27,21.6,11.5,16.6,,,,,54.0,Grates Cove,10818
2002-07-28,16.2,9.8,13.0,,,,,,Grates Cove,10818
2002-07-29,18.8,10.4,14.6,,,,,,Grates Cove,10818
2002-07-30,22.0,12.0,17.0,,,,,56.0,Grates Cove,10818
2002-07-31,19.1,12.4,15.8,,,,,70.0,Grates Cove,10818
2002-08-01,12.6,10.0,11.3,,,,,52.0,Grates Cove,10818
2002-08-02,11.7,0.0,5.9,,,,,54.0,Grates Cove,10818
2002-08-03,15.2,9.4,12.3,,,,,44.0,Grates Cove,10818
2002-08-04,21.6,13.3,17.5,,,,,63.0,Grates Cove,10818
2002-08-05,21.9,15.2,18.6,,,,,72.0,Grates Cove,10818
2002-08-06,23.6,15.0,19.3,,,,,65.0,Grates Cove,10818
2002-08-07,24.4,16.3,20.4,,,,,70.0,Grates Cove,10818
2002-08-08,20.1,13.6,16.9,,,,,44.0,Grates Cove,10818
2002-08-09,22.9,14.6,18.8,,,,,41.0,Grates Cove,10818
2002-08-10,19.8,14.7,17.3,,,,,85.0,Grates Cove,10818
2002-08-11,20.1,14.4,17.3,,,,,65.0,Grates Cove,10818
2002-08-12,24.1,11.7,17.9,,,,,72.0,Grates Cove,10818
2002-08-13,17.9,13.1,15.5,,,,,65.0,Grates Cove,10818
2002-08-14,19.8,13.3,16.6,,,,,41.0,Grates Cove,10818
2002-08-15,21.4,12.9,17.2,,,,,59.0,Grates Cove,10818
2002-08-16,27.4,16.5,22.0,,,,,61.0,Grates Cove,10818
2002-08-17,25.0,16.2,20.6,,,,,63.0,Grates Cove,10818
2002-08-18,26.2,13.6,19.9,,,,,43.0,Grates Cove,10818
2002-08-19,23.0,12.9,18.0,,,,,52.0,Grates Cove,10818
2002-08-20,23.4,17.3,20.4,,,,,48.0,Grates Cove,10818
2002-08-21,21.9,15.1,18.5,,,,,35.0,Grates Cove,10818
2002-08-22,25.5,15.2,20.4,,,,,52.0,Grates Cove,10818
2002-08-23,21.6,12.9,17.3,,,,,57.0,Grates Cove,10818
2002-08-24,19.6,11.9,15.8,,,,,37.0,Grates Cove,10818
2002-08-25,19.0,11.8,15.4,,,,,96.0,Grates Cove,10818
2002-08-26,20.4,15.1,17.8,,,,,80.0,Grates Cove,10818
2002-08-27,21.1,14.6,17.9,,,,,52.0,Grates Cove,10818
2002-08-28,16.1,8.9,12.5,,,,,50.0,Grates Cove,10818
2002-08-29,16.7,8.4,12.6,,,,,54.0,Grates Cove,10818
2002-08-30,18.8,7.4,13.1,,,,,69.0,Grates Cove,10818
2002-08-31,11.7,6.1,8.9,,,,,63.0,Grates Cove,10818
2002-09-01,17.3,7.2,12.3,,,,,83.0,Grates Cove,10818
2002-09-02,21.7,13.3,17.5,,,,,63.0,Grates Cove,10818
2002-09-03,20.5,13.5,17.0,,,,,63.0,Grates Cove,10818
2002-09-04,20.1,12.8,16.5,,,,,50.0,Grates Cove,10818
2002-09-05,20.4,14.4,17.4,,,,,74.0,Grates Cove,10818
2002-09-06,20.0,13.1,16.6,,,,,52.0,Grates Cove,10818
2002-09-07,13.7,0.0,6.9,,,,,57.0,Grates Cove,10818
2002-09-08,13.7,7.2,10.5,,,,,41.0,Grates Cove,10818
2002-09-09,11.9,5.3,8.6,,,,,54.0,Grates Cove,10818
2002-09-10,14.3,6.6,10.5,,,,,65.0,Grates Cove,10818
2002-09-11,14.8,11.1,13.0,,,,,54.0,Grates Cove,10818
2002-09-12,21.8,8.4,15.1,,,,,113.0,Grates Cove,10818
2002-09-13,14.5,8.8,11.7,,,,,87.0,Grates Cove,10818
2002-09-14,15.3,9.8,12.6,,,,,76.0,Grates Cove,10818
2002-09-15,16.3,0.0,8.2,,,,,72.0,Grates Cove,10818
2002-09-16,18.0,0.0,9.0,,,,,69.0,Grates Cove,10818
2002-09-17,18.8,10.4,14.6,,,,,82.0,Grates Cove,10818
2002-09-18,11.4,8.4,9.9,,,,,35.0,Grates Cove,10818
2002-09-19,13.8,6.7,10.3,,,,,52.0,Grates Cove,10818
2002-09-20,15.2,5.3,10.3,,,,,87.0,Grates Cove,10818
2002-09-21,16.1,7.7,11.9,,,,,93.0,Grates Cove,10818
2002-09-22,14.9,7.4,11.2,,,,,52.0,Grates Cove,10818
2002-09-23,18.5,11.2,14.9,,,,,,Grates Cove,10818
2002-09-24,21.7,14.1,17.9,,,,,50.0,Grates Cove,10818
2002-09-25,17.3,7.5,12.4,,,,,57.0,Grates Cove,10818
2002-09-26,9.1,0.0,4.6,,,,,54.0,Grates Cove,10818
2002-09-27,13.3,3.5,8.4,,,,,41.0,Grates Cove,10818
2002-09-28,17.9,0.0,9.0,,,,,96.0,Grates Cove,10818
2002-09-29,11.8,6.7,9.3,,,,,74.0,Grates Cove,10818
2002-09-30,11.0,5.3,8.2,,,,,67.0,Grates Cove,10818
2002-10-01,13.0,5.5,9.3,,,,,63.0,Grates Cove,10818
2002-10-02,16.1,11.9,14.0,,,,,70.0,Grates Cove,10818
2002-10-03,14.0,2.8,8.4,,,,,85.0,Grates Cove,10818
2002-10-04,7.7,3.4,5.6,,,,,50.0,Grates Cove,10818
2002-10-05,17.1,3.2,10.2,,,,,109.0,Grates Cove,10818
2002-10-06,14.6,6.3,10.5,,,,,83.0,Grates Cove,10818
2002-10-07,10.6,5.4,8.0,,,,,85.0,Grates Cove,10818
2002-10-08,16.6,6.4,11.5,,,,,76.0,Grates Cove,10818
2002-10-09,8.8,4.1,6.5,,,,,56.0,Grates Cove,10818
2002-10-10,6.1,1.6,3.9,,,,,43.0,Grates Cove,10818
2002-10-11,7.8,2.1,5.0,,,,,,Grates Cove,10818
2002-10-12,9.4,4.4,6.9,,,,,113.0,Grates Cove,10818
2002-10-13,11.3,0.0,5.7,,,,,39.0,Grates Cove,10818
2002-10-14,10.2,6.5,8.4,,,,,76.0,Grates Cove,10818
2002-10-15,10.7,0.0,5.4,,,,,74.0,Grates Cove,10818
2002-10-16,7.5,3.6,5.6,,,,,74.0,Grates Cove,10818
2002-10-17,7.3,6.2,6.8,,,,,63.0,Grates Cove,10818
2002-10-18,9.2,6.8,8.0,,,,,63.0,Grates Cove,10818
2002-10-19,11.3,5.5,8.4,,,,,72.0,Grates Cove,10818
2002-10-20,9.8,4.1,7.0,,,,,72.0,Grates Cove,10818
2002-10-21,8.1,3.4,5.8,,,,,76.0,Grates Cove,10818
2002-10-22,8.0,3.0,5.5,,,,,83.0,Grates Cove,10818
2002-10-23,6.6,3.7,5.2,,,,,80.0,Grates Cove,10818
2002-10-24,5.2,3.6,4.4,,,,,57.0,Grates Cove,10818
2002-10-25,4.7,1.8,3.3,,,,,50.0,Grates Cove,10818
2002-10-26,3.6,-0.4,1.6,,,,,46.0,Grates Cove,10818
2002-10-27,7.9,-0.5,3.7,,,,,111.0,Grates Cove,10818
2002-10-28,9.1,3.3,6.2,,,,,96.0,Grates Cove,10818
2002-10-29,4.8,2.3,3.6,,,,,74.0,Grates Cove,10818
2002-10-30,4.9,2.2,3.6,,,,,57.0,Grates Cove,10818
2002-10-31,4.5,1.8,3.2,,,,,52.0,Grates Cove,10818
2002-11-01,4.3,1.4,2.9,,,,,52.0,Grates Cove,10818
2002-11-02,4.8,0.0,2.4,,,,,83.0,Grates Cove,10818
2002-11-03,3.0,0.3,1.7,,,,,89.0,Grates Cove,10818
2002-11-04,1.5,-0.4,0.6,,,,,74.0,Grates Cove,10818
2002-11-05,1.4,-0.5,0.5,,,,,70.0,Grates Cove,10818
2002-11-06,3.1,0.5,1.8,,,,,85.0,Grates Cove,10818
2002-11-07,2.9,1.2,2.1,,,,,85.0,Grates Cove,10818
2002-11-08,1.5,-2.0,-0.3,,,,,76.0,Grates Cove,10818
2002-11-09,6.3,-1.8,2.3,,,,,67.0,Grates Cove,10818
2002-11-10,8.4,-1.2,3.6,,,,,46.0,Grates Cove,10818
2002-11-11,14.5,5.2,9.9,,,,,82.0,Grates Cove,10818
2002-11-12,14.2,4.0,9.1,,,,,87.0,Grates Cove,10818
2002-11-13,14.2,2.7,8.5,,,,,120.0,Grates Cove,10818
2002-11-14,18.4,10.7,14.6,,,,,78.0,Grates Cove,10818
2002-11-15,13.7,1.5,7.6,,,,,69.0,Grates Cove,10818
2002-11-16,8.0,-2.9,2.6,,,,,67.0,Grates Cove,10818
2002-11-17,0.6,-3.1,-1.3,,,,,37.0,Grates Cove,10818
2002-11-18,8.6,-1.4,3.6,,,,,98.0,Grates Cove,10818
2002-11-19,5.4,-3.1,1.2,,,,,87.0,Grates Cove,10818
2002-11-20,1.5,-3.2,-0.9,,,,,50.0,Grates Cove,10818
2002-11-21,5.5,1.0,3.3,,,,,63.0,Grates Cove,10818
2002-11-22,4.5,0.0,2.3,,,,,44.0,Grates Cove,10818
2002-11-23,12.8,2.4,7.6,,,,,87.0,Grates Cove,10818
2002-11-24,7.1,0.9,4.0,,,,,91.0,Grates Cove,10818
2002-11-25,4.5,1.7,3.1,,,,,61.0,Grates Cove,10818
2002-11-26,4.6,0.7,2.7,,,,,52.0,Grates Cove,10818
2002-11-27,2.2,-0.8,0.7,,,,,48.0,Grates Cove,10818
2002-11-28,0.1,-3.2,-1.6,,,,,74.0,Grates Cove,10818
2002-11-29,0.2,-2.8,-1.3,,,,,78.0,Grates Cove,10818
2002-11-30,5.2,-1.6,1.8,,,,,89.0,Grates Cove,10818
2002-12-01,10.3,2.3,6.3,,,,,124.0,Grates Cove,10818
2002-12-02,4.1,0.1,2.1,,,,,76.0,Grates Cove,10818
2002-12-03,5.5,-0.6,2.5,,,,,83.0,Grates Cove,10818
2002-12-04,0.2,-5.8,-2.8,,,,,78.0,Grates Cove,10818
2002-12-05,-2.6,-6.2,-4.4,,,,,69.0,Grates Cove,10818
2002-12-06,-0.2,-4.1,-2.2,,,,,72.0,Grates Cove,10818
2002-12-07,-1.5,-6.8,-4.2,,,,,56.0,Grates Cove,10818
2002-12-08,4.1,-3.8,0.2,,,,,70.0,Grates Cove,10818
2002-12-09,4.5,-10.8,-3.2,,,,,98.0,Grates Cove,10818
2002-12-10,0.1,-10.1,-5.0,,,,,80.0,Grates Cove,10818
2002-12-11,-1.2,-9.7,-5.5,,,,,59.0,Grates Cove,10818
2002-12-12,-2.1,-9.9,-6.0,,,,,56.0,Grates Cove,10818
2002-12-13,-0.2,-2.5,-1.4,,,,,39.0,Grates Cove,10818
2002-12-14,0.6,-3.9,-1.7,,,,,57.0,Grates Cove,10818
2002-12-15,6.1,0.3,3.2,,,,,95.0,Grates Cove,10818
2002-12-16,4.0,-0.9,1.6,,,,,82.0,Grates Cove,10818
2002-12-17,0.0,-2.7,-1.4,,,,,104.0,Grates Cove,10818
2002-12-18,-0.3,-2.4,-1.4,,,,,87.0,Grates Cove,10818
2002-12-19,0.9,-0.8,0.1,,,,,82.0,Grates Cove,10818
2002-12-20,1.7,0.2,1.0,,,,,72.0,Grates Cove,10818
2002-12-21,1.8,-0.1,0.9,,,,,56.0,Grates Cove,10818
2002-12-22,2.2,-0.2,1.0,,,,,52.0,Grates Cove,10818
2002-12-23,1.0,-1.8,-0.4,,,,,32.0,Grates Cove,10818
2002-12-24,1.5,-1.5,0.0,,,,,56.0,Grates Cove,10818
2002-12-25,-0.8,-4.8,-2.8,,,,,65.0,Grates Cove,10818
2002-12-26,0.9,-3.8,-1.5,,,,,87.0,Grates Cove,10818
2002-12-27,1.1,-2.4,-0.7,,,,,100.0,Grates Cove,10818
2002-12-28,-2.2,,,,,,,93.0,Grates Cove,10818
2002-12-29,,,,,,,,50.0,Grates Cove,10818
2003-01-08,,,,,,,,119.0,Grates Cove,10818
2003-01-09,,,,,,,,83.0,Grates Cove,10818
2003-01-10,,,,,,,,80.0,Grates Cove,10818
2003-01-11,,,,,,,,130.0,Grates Cove,10818
2003-01-13,,,,,,,,72.0,Grates Cove,10818
2003-01-14,,,,,,,,91.0,Grates Cove,10818
2003-01-15,,,,,,,,72.0,Grates Cove,10818
2003-01-16,,,,,,,,69.0,Grates Cove,10818
2003-01-17,,,,,,,,70.0,Grates Cove,10818
2003-01-18,,,,,,,,104.0,Grates Cove,10818
2003-01-19,,,,,,,,69.0,Grates Cove,10818
2003-01-20,,,,,,,,119.0,Grates Cove,10818
2003-01-21,,,,,,,,82.0,Grates Cove,10818
2003-01-22,,,,,,,,100.0,Grates Cove,10818
2003-01-23,,,,,,,,61.0,Grates Cove,10818
2003-01-26,,,,,,,,65.0,Grates Cove,10818
2003-01-28,,,,,,,,91.0,Grates Cove,10818
2003-01-30,,,,,,,,41.0,Grates Cove,10818
2003-02-01,,,,,,,,63.0,Grates Cove,10818
2003-02-02,,,,,,,,78.0,Grates Cove,10818
2003-02-03,,,,,,,,67.0,Grates Cove,10818
2003-02-04,,,,,,,,82.0,Grates Cove,10818
2003-02-05,,,,,,,,113.0,Grates Cove,10818
2003-02-06,,,,,,,,106.0,Grates Cove,10818
2003-02-07,,,,,,,,96.0,Grates Cove,10818
2003-02-08,,,,,,,,106.0,Grates Cove,10818
2003-02-09,,,,,,,,61.0,Grates Cove,10818
2003-02-10,,,,,,,,63.0,Grates Cove,10818
2003-02-11,,,,,,,,128.0,Grates Cove,10818
2003-02-12,,,,,,,,46.0,Grates Cove,10818
2003-02-13,,,,,,,,102.0,Grates Cove,10818
2003-02-14,,,,,,,,95.0,Grates Cove,10818
2003-02-15,,,,,,,,93.0,Grates Cove,10818
2003-02-16,,,,,,,,76.0,Grates Cove,10818
2003-02-17,,,,,,,,65.0,Grates Cove,10818
2003-02-18,,,,,,,,35.0,Grates Cove,10818
2003-02-19,,,,,,,,52.0,Grates Cove,10818
2003-02-20,,,,,,,,56.0,Grates Cove,10818
2003-02-21,,,,,,,,87.0,Grates Cove,10818
2003-02-23,,,,,,,,111.0,Grates Cove,10818
2003-02-24,,,,,,,,122.0,Grates Cove,10818
2003-02-25,,,,,,,,98.0,Grates Cove,10818
2003-02-27,,,,,,,,91.0,Grates Cove,10818
2003-02-28,,,,,,,,72.0,Grates Cove,10818
2003-03-01,,,,,,,,44.0,Grates Cove,10818
