Date,Max Temp (°C),Min Temp (°C),Max Wind Gust (km/h),Wind Direction (°),Wind Direction
2019-08-01,11.3,7.0,29.7,82,E
2019-08-02,16.4,10.1,22.1,342,NNW
2019-08-03,15.3,9.3,16.9,208,SSW
2019-08-04,12.6,8.4,41.1,69,ENE
2019-08-05,17.8,8.6,43.3,66,ENE
2019-08-06,16.0,9.5,40.3,349,N
2019-08-07,18.8,9.1,25.8,91,E
2019-08-08,21.6,8.5,49.4,57,ENE
2019-08-09,19.2,11.7,32.1,249,WSW
2019-08-10,20.9,12.1,23.4,98,E
2019-08-11,21.1,12.8,40.6,1,N
2019-08-12,21.9,11.9,50.0,217,SW
2019-08-13,20.6,11.9,47.3,221,SW
2019-08-14,18.4,10.4,35.4,229,SW
2019-08-15,17.7,6.7,24.2,133,SE
2019-08-16,21.5,8.7,36.5,0,N
2019-08-17,22.5,12.3,48.5,283,WNW
2019-08-18,22.3,13.7,44.6,258,WSW
2019-08-19,20.5,14.3,50.7,281,W
2019-08-20,22.2,15.6,38.9,230,SW
2019-08-21,18.5,8.1,53.1,308,NW
2019-08-22,11.5,7.7,37.4,100,E
2019-08-23,15.3,8.8,57.6,69,ENE
2019-08-24,14.8,6.1,75.5,350,N
2019-08-25,21.7,5.1,44.1,352,N
2019-08-26,23.9,6.7,32.6,42,NE
2019-08-27,26.2,10.7,33.0,300,WNW
2019-08-28,17.9,6.4,63.0,79,E
2019-08-29,14.0,3.1,30.1,30,NNE
2019-08-30,18.3,9.1,28.9,88,E
2019-08-31,19.3,13.6,44.0,259,W
2019-09-01,16.7,7.5,52.3,165,SSE
2019-09-02,17.4,4.5,53.6,282,WNW
2019-09-03,17.5,10.7,42.8,200,SSW
2019-09-04,18.1,9.8,25.3,277,W
2019-09-05,15.5,10.9,67.1,78,ENE
2019-09-06,15.7,6.9,57.4,224,SW
2019-09-07,16.7,2.4,29.5,277,W
2019-09-08,11.5,5.7,96.7,52,NE
2019-09-09,10.7,4.7,91.9,318,NW
2019-09-10,13.7,1.0,36.1,304,NW
2019-09-11,16.2,2.2,34.3,268,W
2019-09-12,13.8,5.6,25.0,46,NE
2019-09-13,15.7,1.6,45.6,352,N
2019-09-14,15.3,0.4,55.2,271,W
2019-09-15,11.5,8.2,48.0,227,SW
2019-09-16,11.3,7.0,66.6,155,SSE
2019-09-17,8.2,5.3,101.5,341,NNW
2019-09-18,12.5,2.4,66.6,331,NNW
2019-09-19,18.5,3.3,50.1,205,SSW
2019-09-20,15.3,7.6,54.0,239,WSW
2019-09-21,14.7,2.4,71.5,32,NNE
2019-09-22,15.4,0.5,74.6,66,ENE
2019-09-23,18.9,9.2,62.0,242,WSW
2019-09-24,12.4,2.1,56.4,310,NW
2019-09-25,10.4,-0.5,37.3,74,ENE
2019-09-26,6.5,4.2,51.9,71,ENE
2019-09-27,8.2,5.3,28.7,83,E
2019-09-28,12.0,5.3,30.8,0,N
2019-09-29,9.3,3.1,59.4,259,W
2019-09-30,7.6,3.4,87.8,328,NNW
2019-10-01,9.3,2.7,63.7,323,NW
2019-10-02,6.8,2.5,54.2,334,NNW
2019-10-03,8.3,0.9,54.8,332,NNW
2019-10-04,7.8,-1.2,47.4,281,W
2019-10-05,8.2,1.4,52.3,320,NW
2019-10-06,12.2,-0.1,45.3,294,WNW
2019-10-07,11.0,3.3,62.3,238,WSW
2019-10-08,10.0,6.1,39.6,244,WSW
2019-10-09,13.0,3.2,54.0,285,WNW
2019-10-10,13.3,-0.5,31.5,308,NW
2019-10-11,18.6,1.3,29.3,293,WNW
2019-10-12,19.6,1.7,27.1,273,W
2019-10-13,15.7,4.3,71.6,81,E
2019-10-14,6.8,0.8,75.4,348,NNW
2019-10-15,9.2,1.9,20.6,88,E
2019-10-16,11.6,3.7,46.9,91,E
2019-10-17,12.1,-1.0,33.6,294,WNW
2019-10-18,8.8,3.5,49.5,57,ENE
2019-10-19,8.7,5.4,41.2,135,SE
2019-10-20,8.3,2.4,64.4,277,W
2019-10-21,7.6,-0.3,70.5,337,NNW
2019-10-22,5.5,-0.9,27.7,305,NW
2019-10-23,5.4,-0.6,39.5,0,N
2019-10-24,6.5,2.7,54.2,117,ESE
2019-10-25,9.3,3.3,34.0,245,WSW
2019-10-26,6.2,0.4,38.5,299,WNW
2019-10-27,5.8,0.2,73.3,319,NW
2019-10-28,8.1,-1.5,62.1,328,NNW
2019-10-29,8.4,-4.6,34.9,333,NNW
2019-10-30,6.0,0.7,46.8,270,W
2019-10-31,7.1,-0.3,48.2,249,WSW
2019-11-01,1.5,0.2,65.5,96,E
2019-11-02,4.6,-0.9,67.6,74,ENE
2019-11-03,1.1,-3.3,41.4,343,NNW
2019-11-04,3.5,-1.7,35.3,68,ENE
2019-11-05,4.6,-3.7,29.9,257,WSW
2019-11-06,5.5,1.7,75.0,150,SSE
2019-11-07,3.1,-5.8,87.7,225,SW
2019-11-08,-1.9,-7.3,57.1,226,SW
2019-11-09,-1.1,-7.7,77.8,339,NNW
2019-11-10,0.1,-10.7,64.4,264,W
2019-11-11,2.0,-8.8,73.4,178,S
2019-11-12,-3.2,-10.8,50.1,276,W
2019-11-13,5.2,-3.2,73.9,90,E
2019-11-14,-2.3,-8.8,70.8,224,SW
2019-11-15,-0.1,-10.2,45.6,272,W
2019-11-16,0.1,-8.0,61.2,129,SE
2019-11-17,-3.0,-7.6,115.4,295,WNW
2019-11-18,0.4,-8.1,60.5,294,WNW
2019-11-19,0.2,-7.5,55.0,282,WNW
2019-11-20,1.1,-2.2,76.3,9,N
2019-11-21,0.4,-2.1,38.2,44,NE
2019-11-22,3.1,-3.2,32.2,14,NNE
2019-11-23,1.8,-1.3,44.8,73,ENE
2019-11-24,4.4,0.8,32.0,75,ENE
2019-11-25,2.0,1.2,67.9,11,N
2019-11-26,3.1,1.1,67.4,80,E
2019-11-27,2.9,0.7,49.4,345,NNW
2019-11-28,4.2,1.4,53.4,334,NNW
2019-11-29,2.0,0.7,68.6,338,NNW
2019-11-30,2.0,0.8,123.0,3,N
2019-12-01,0.9,-8.2,132.4,331,NNW
2019-12-02,-5.3,-11.0,59.5,311,NW
2019-12-03,-1.7,-10.7,35.1,286,WNW
2019-12-04,0.2,-4.3,54.5,56,NE
2019-12-05,-1.0,-6.4,48.9,304,NW
2019-12-06,-0.1,-4.3,17.8,248,WSW
2019-12-07,-3.2,-12.9,28.2,327,NNW
2019-12-08,-4.6,-16.1,57.0,273,W
2019-12-09,-0.7,-13.1,51.8,343,NNW
2019-12-10,4.7,-2.0,61.9,231,SW
2019-12-11,3.0,-12.0,70.3,224,SW
2019-12-12,-12.0,-19.0,54.9,226,SW
2019-12-13,-15.1,-22.3,66.0,329,NNW
2019-12-14,-6.4,-20.2,41.7,293,WNW
2019-12-15,0.1,-8.8,67.6,57,ENE
2019-12-16,1.7,-8.8,69.0,202,SSW
2019-12-17,-4.2,-7.9,68.6,261,W
2019-12-18,-2.1,-10.6,44.7,339,NNW
2019-12-19,-0.8,-6.1,23.7,341,NNW
2019-12-20,0.1,-2.6,79.2,64,ENE
2019-12-21,-1.9,-11.6,68.0,335,NNW
2019-12-22,-9.6,-16.5,51.4,311,NW
2019-12-23,-9.8,-17.5,41.3,352,N
2019-12-24,-2.9,-20.2,51.5,8,N
2019-12-25,-2.9,-10.3,81.5,343,NNW
2019-12-26,-0.4,-12.1,88.0,332,NNW
2019-12-27,-3.8,-15.2,70.7,330,NNW
2019-12-28,-4.3,-17.4,32.3,350,N
2019-12-29,-3.6,-10.0,50.6,349,N
2019-12-30,-1.9,-5.9,76.9,353,N
2019-12-31,-1.2,-13.9,42.8,337,NNW
2020-01-01,-2.1,-12.0,58.6,13,NNE
2020-01-02,-1.0,-3.0,53.2,82,E
2020-01-03,0.5,-3.5,58.4,249,WSW
2020-01-04,-1.6,-6.5,52.7,295,WNW
2020-01-05,-5.7,-12.0,46.4,293,WNW
2020-01-06,-7.5,-15.7,86.8,348,NNW
2020-01-07,-8.9,-26.0,42.5,337,NNW
2020-01-08,-4.3,-15.3,26.2,11,N
2020-01-09,-5.2,-19.3,118.5,35,NE
2020-01-10,-13.0,-22.5,79.6,313,NW
2020-01-11,-7.8,-15.9,63.0,225,SW
2020-01-12,-6.3,-18.2,82.1,354,N
2020-01-13,-15.4,-21.1,71.4,338,NNW
2020-01-14,-12.9,-21.6,62.0,328,NNW
2020-01-15,-11.1,-24.6,42.3,270,W
2020-01-16,-11.2,-20.7,48.6,297,WNW
2020-01-17,-16.5,-25.6,82.3,320,NW
2020-01-18,-14.7,-22.8,107.8,342,NNW
2020-01-19,-13.8,-24.9,72.7,306,NW
2020-01-20,-11.1,-19.9,53.6,6,N
2020-01-21,-15.1,-21.2,40.2,301,WNW
2020-01-22,-7.3,-20.6,41.7,249,WSW
2020-01-23,-3.5,-7.3,52.0,225,SW
2020-01-24,-4.0,-17.1,58.3,256,WSW
2020-01-25,-8.9,-16.8,47.6,302,WNW
2020-01-26,-4.2,-13.8,52.5,264,W
2020-01-27,-4.5,-8.0,75.7,332,NNW
2020-01-28,-7.5,-11.6,74.2,351,N
2020-01-29,-9.9,-13.7,44.7,341,NNW
2020-01-30,-4.7,-13.5,66.8,348,NNW
2020-01-31,-9.2,-13.4,50.8,236,SW
2020-02-01,-6.7,-18.7,49.4,292,WNW
2020-02-02,-5.5,-10.8,67.8,262,W
2020-02-03,-2.8,-5.5,95.1,25,NNE
2020-02-04,-0.5,-6.4,82.0,287,WNW
2020-02-05,-5.7,-12.6,58.4,277,W
2020-02-06,-12.6,-18.7,69.9,272,W
2020-02-07,-11.0,-15.6,58.4,240,WSW
2020-02-08,-11.8,-17.0,84.4,0,N
2020-02-09,-12.0,-23.0,59.6,340,NNW
2020-02-10,-5.7,-16.6,62.8,260,W
2020-02-11,-4.1,-13.3,35.1,184,S
2020-02-12,-3.2,-13.7,25.6,267,W
2020-02-13,-3.6,-17.5,67.3,306,NW
2020-02-14,-17.5,-26.6,85.6,287,WNW
2020-02-15,-15.4,-21.1,87.6,307,NW
2020-02-16,-6.2,-17.4,58.4,256,WSW
2020-02-17,-2.6,-10.3,54.8,219,SW
2020-02-18,-9.3,-21.8,64.3,347,NNW
2020-02-19,-3.9,-16.7,44.2,261,W
2020-02-20,-6.6,-23.3,65.8,262,W
2020-02-21,-13.5,-24.8,66.4,267,W
2020-02-22,-6.5,-17.4,56.0,273,W
2020-02-23,-0.8,-9.6,55.0,214,SW
2020-02-24,-7.8,-16.5,42.9,341,NNW
2020-02-25,1.6,-7.8,37.8,58,ENE
2020-02-26,-4.3,-16.3,22.4,84,E
2020-02-27,-6.1,-21.4,61.5,5,N
2020-02-28,-5.1,-15.8,62.4,54,NE
2020-02-29,-3.0,-6.9,44.1,41,NE
2020-03-01,-2.8,-12.2,32.8,13,NNE
2020-03-02,-2.7,-16.3,40.0,17,NNE
2020-03-03,-2.1,-12.7,34.0,283,WNW
2020-03-04,-1.2,-6.3,76.3,260,W
2020-03-05,2.4,-3.9,94.9,41,NE
2020-03-06,-1.5,-8.3,99.3,308,NW
2020-03-07,-1.6,-11.9,81.5,314,NW
2020-03-08,-2.9,-14.3,60.2,0,N
2020-03-09,-8.0,-24.4,98.1,261,W
2020-03-10,-9.4,-22.7,61.4,285,WNW
2020-03-11,-7.8,-16.5,39.7,284,WNW
2020-03-12,-3.1,-15.2,32.3,6,N
2020-03-13,0.8,-16.9,51.1,295,WNW
2020-03-14,-2.2,-8.4,68.7,53,NE
2020-03-15,-3.0,-10.3,108.6,257,WSW
2020-03-16,-6.8,-19.7,49.4,317,NW
2020-03-17,-4.1,-15.6,58.5,244,WSW
2020-03-18,0.4,-8.7,76.3,160,SSE
2020-03-19,-6.2,-17.8,62.2,317,NW
2020-03-20,-1.2,-17.7,50.5,312,NW
2020-03-21,1.2,-5.9,89.4,103,ESE
2020-03-22,-4.6,-14.9,73.2,290,WNW
2020-03-23,-1.8,-11.8,76.8,322,NW
2020-03-24,-1.0,-7.2,57.6,212,SSW
2020-03-25,5.8,-9.5,41.1,223,SW
2020-03-26,3.6,-15.7,16.1,82,E
2020-03-27,-0.1,-4.4,84.6,90,E
2020-03-28,0.0,-1.7,11.6,59,ENE
2020-03-29,-0.9,-6.4,24.1,331,NNW
2020-03-30,1.0,-8.9,56.1,3,N
2020-03-31,0.8,-4.3,111.5,3,N
2020-04-01,4.3,0.3,89.8,352,N
2020-04-02,6.5,0.3,71.3,91,E
2020-04-03,0.5,-3.2,75.0,4,N
2020-04-04,1.0,-6.0,30.4,21,NNE
2020-04-05,1.2,-8.7,32.9,250,WSW
2020-04-06,0.6,-5.0,36.4,241,WSW
2020-04-07,-0.3,-6.4,53.8,183,S
2020-04-08,2.8,-11.5,40.9,330,NNW
2020-04-09,1.3,-7.6,37.6,203,SSW
2020-04-10,1.1,-8.4,75.9,302,WNW
2020-04-11,2.7,-2.9,78.7,55,NE
2020-04-12,3.5,-3.6,48.4,229,SW
2020-04-13,5.3,-6.7,31.2,241,WSW
2020-04-14,4.7,-2.3,53.4,245,WSW
2020-04-15,2.8,-3.9,67.4,225,SW
2020-04-16,3.4,-7.6,43.5,238,WSW
2020-04-17,0.3,-9.7,48.8,270,W
2020-04-18,0.0,-10.5,45.0,239,WSW
2020-04-19,2.6,-7.2,38.2,227,SW
2020-04-20,2.3,-2.5,67.4,77,ENE
2020-04-21,5.0,-1.7,49.9,242,WSW
2020-04-22,11.6,-4.1,44.9,289,WNW
2020-04-23,5.3,-3.3,56.8,52,NE
2020-04-24,0.7,-3.9,60.8,195,SSW
2020-04-25,3.7,-2.6,60.2,204,SSW
2020-04-26,4.2,-3.4,46.0,239,WSW
2020-04-27,6.0,-4.9,42.9,270,W
2020-04-28,6.1,-2.9,38.1,236,SW
2020-04-29,11.4,-6.2,40.3,30,NNE
2020-04-30,15.1,-3.9,31.3,350,N
2020-05-01,6.8,1.5,50.4,179,S
2020-05-02,8.3,1.3,36.1,202,SSW
2020-05-03,7.7,0.1,68.3,351,N
2020-05-04,5.4,-1.5,69.8,0,N
2020-05-05,3.3,-0.6,80.6,324,NW
2020-05-06,2.3,-0.7,85.4,10,N
2020-05-07,6.7,-0.2,18.6,37,NE
2020-05-08,3.8,-1.8,32.5,37,NE
2020-05-09,5.7,-0.4,48.7,293,WNW
2020-05-10,5.9,-0.1,53.3,100,E
2020-05-11,6.4,-0.2,62.8,178,S
2020-05-12,9.6,-0.6,57.8,235,SW
2020-05-13,6.5,0.1,72.0,62,ENE
2020-05-14,4.6,0.0,49.7,19,NNE
2020-05-15,7.7,0.7,37.5,0,N
2020-05-16,8.3,-0.4,27.9,343,NNW
2020-05-17,8.7,-0.8,23.5,0,N
2020-05-18,7.5,-0.7,27.4,166,SSE
2020-05-19,7.7,-1.4,36.5,110,ESE
2020-05-20,12.3,-2.0,51.3,336,NNW
2020-05-21,16.5,2.9,39.7,273,W
2020-05-22,5.7,-0.7,75.5,156,SSE
2020-05-23,6.9,-2.7,97.4,311,NW
2020-05-24,9.6,0.1,73.8,327,NNW
2020-05-25,11.8,-3.6,56.4,234,SW
2020-05-26,9.3,3.2,59.3,237,WSW
2020-05-27,10.8,2.5,35.5,317,NW
2020-05-28,13.0,1.9,28.2,92,E
2020-05-29,9.8,1.6,25.9,84,E
2020-05-30,10.5,4.2,50.9,238,WSW
2020-05-31,8.4,1.5,37.3,221,SW
2020-06-01,7.3,1.4,31.7,95,E
2020-06-02,11.0,4.6,44.7,0,N
2020-06-03,11.8,4.2,53.6,66,ENE
2020-06-04,15.5,4.0,40.0,98,E
2020-06-05,13.7,2.4,40.3,224,SW
2020-06-06,15.8,3.6,48.7,189,S
2020-06-07,15.2,1.2,44.8,268,W
2020-06-08,4.2,0.8,75.6,99,E
2020-06-09,5.4,0.8,77.8,348,NNW
2020-06-10,10.8,1.0,36.7,270,W
2020-06-11,10.1,1.3,41.4,224,SW
2020-06-12,9.9,6.4,74.3,203,SSW
2020-06-13,15.1,4.5,38.8,206,SSW
2020-06-14,14.7,3.6,37.4,57,ENE
2020-06-15,18.7,0.2,46.0,74,ENE
2020-06-16,18.4,6.4,47.6,257,WSW
2020-06-17,12.1,4.5,24.2,100,E
2020-06-18,17.0,7.4,33.6,233,SW
2020-06-19,14.3,3.6,53.2,4,N
2020-06-20,10.0,0.3,30.0,88,E
2020-06-21,17.0,0.5,47.2,80,E
2020-06-22,13.1,8.8,39.2,227,SW
2020-06-23,18.9,8.2,33.8,246,WSW
2020-06-24,25.2,8.6,46.9,189,S
2020-06-25,16.6,8.7,30.0,348,NNW
2020-06-26,16.1,8.5,19.3,121,ESE
2020-06-27,13.7,6.2,37.7,119,ESE
2020-06-28,13.3,6.3,34.4,62,ENE
2020-06-29,15.2,6.8,27.2,69,ENE
2020-06-30,27.7,7.4,42.3,107,ESE
2020-07-01,21.6,9.4,46.3,246,WSW
2020-07-02,9.6,4.8,37.4,353,N
2020-07-03,11.4,3.5,24.9,84,E
2020-07-04,17.8,4.2,25.5,52,NE
2020-07-05,15.5,7.3,21.0,359,N
2020-07-06,21.5,4.0,37.4,75,ENE
2020-07-07,22.4,9.4,40.2,220,SW
2020-07-08,20.9,10.7,50.0,216,SW
2020-07-09,14.4,11.5,47.5,200,SSW
2020-07-10,21.3,10.5,28.4,204,SSW
2020-07-11,17.3,11.2,41.7,230,SW
2020-07-12,25.2,12.4,56.6,237,WSW
2020-07-13,17.9,8.8,62.7,225,SW
2020-07-14,17.3,7.1,60.2,2,N
2020-07-15,15.1,2.7,27.7,45,NE
2020-07-16,23.3,3.6,30.9,54,NE
2020-07-17,20.8,8.8,25.8,159,SSE
2020-07-18,24.3,7.4,36.2,120,ESE
2020-07-19,25.4,14.0,42.8,248,WSW
2020-07-20,25.9,12.9,37.9,205,SSW
2020-07-21,26.0,15.0,50.6,186,S
2020-07-22,24.8,10.7,50.7,205,SSW
2020-07-23,22.8,10.6,38.9,260,W
2020-07-24,25.1,10.5,34.6,261,W
2020-07-25,21.6,13.1,36.1,204,SSW
2020-07-26,17.9,11.5,30.1,161,SSE
2020-07-27,18.8,7.7,22.7,79,E
2020-07-28,14.7,10.7,23.0,48,NE
2020-07-29,17.5,10.0,26.5,107,ESE
2020-07-30,14.3,9.5,27.7,93,E
2020-07-31,14.9,11.0,31.0,59,ENE
2020-08-01,18.1,10.8,28.2,51,NE
2020-08-02,21.1,7.6,30.1,64,ENE
2020-08-03,20.7,12.8,40.4,270,W
2020-08-04,17.8,9.4,60.6,75,ENE
2020-08-05,23.9,7.2,39.5,284,WNW
2020-08-06,17.9,12.9,60.8,258,WSW
2020-08-07,26.0,10.6,47.7,269,W
2020-08-08,22.9,14.0,47.1,131,SE
2020-08-09,26.0,14.2,36.6,270,W
2020-08-10,21.8,13.5,23.3,167,SSE
2020-08-11,24.7,14.5,48.5,183,S
2020-08-12,22.5,17.0,48.8,208,SSW
2020-08-13,25.0,15.8,46.7,223,SW
2020-08-14,19.0,9.3,63.7,101,E
2020-08-15,24.7,6.0,41.0,343,NNW
2020-08-16,24.8,9.2,47.9,278,W
2020-08-17,23.2,11.5,33.1,232,SW
2020-08-18,17.9,11.5,41.2,69,ENE
2020-08-19,12.7,9.6,38.6,101,E
2020-08-20,20.0,11.9,37.2,104,ESE
2020-08-21,19.4,12.5,41.9,144,SE
2020-08-22,18.9,8.4,28.6,263,W
2020-08-23,15.8,11.2,19.9,326,NW
2020-08-24,15.8,9.4,29.5,114,ESE
2020-08-25,15.9,7.5,36.2,61,ENE
2020-08-26,18.4,11.1,51.8,86,E
2020-08-27,16.4,5.0,40.2,210,SSW
2020-08-28,16.7,8.9,42.4,131,SE
2020-08-29,17.8,8.5,45.8,280,W
2020-08-30,13.8,8.8,43.1,174,S
2020-08-31,10.2,6.4,56.0,37,NE
2020-09-01,20.3,4.0,52.8,342,NNW
2020-09-02,17.5,4.2,54.0,289,WNW
2020-09-03,14.8,10.9,62.3,195,SSW
2020-09-04,17.1,11.4,67.6,176,S
2020-09-05,20.2,9.6,61.0,218,SW
2020-09-06,19.0,8.0,57.8,231,SW
2020-09-07,18.0,6.9,51.6,225,SW
2020-09-08,18.3,8.3,82.4,197,SSW
2020-09-09,17.7,7.9,65.5,218,SW
2020-09-10,14.1,8.1,31.4,270,W
2020-09-11,12.6,2.3,40.6,62,ENE
2020-09-12,15.9,2.0,44.4,12,NNE
2020-09-13,14.0,1.6,53.7,301,WNW
2020-09-14,13.4,10.0,71.0,198,SSW
2020-09-15,13.5,4.7,71.9,255,WSW
2020-09-16,14.0,1.7,49.5,296,WNW
2020-09-17,15.6,7.3,76.7,187,S
2020-09-18,11.5,-1.0,56.9,268,W
2020-09-19,12.4,0.9,55.9,350,N
2020-09-20,10.5,-0.5,40.0,22,NNE
2020-09-21,15.1,1.8,57.1,320,NW
2020-09-22,14.7,5.6,38.5,255,WSW
2020-09-23,15.9,5.2,45.6,239,WSW
2020-09-24,16.0,8.7,62.9,103,ESE
2020-09-25,10.8,1.9,59.0,260,W
2020-09-26,12.5,2.2,56.0,270,W
2020-09-27,12.3,5.7,49.5,206,SSW
2020-09-28,12.3,4.8,36.1,247,WSW
2020-09-29,13.3,10.0,31.0,226,SW
2020-09-30,19.3,12.2,52.0,230,SW
2020-10-01,18.4,9.7,111.4,139,SE
2020-10-02,18.0,7.9,38.5,247,WSW
2020-10-03,17.2,6.4,70.4,4,N
2020-10-04,8.3,-0.3,64.2,317,NW
2020-10-05,11.3,-0.7,39.7,313,NW
2020-10-06,10.2,3.1,64.5,278,W
2020-10-07,10.9,9.6,65.8,201,SSW
2020-10-08,10.4,7.7,43.9,104,ESE
2020-10-09,8.4,2.1,54.6,333,NNW
2020-10-10,6.2,1.5,55.9,286,WNW
2020-10-11,10.5,-0.4,67.5,209,SSW
2020-10-12,7.2,-0.8,54.0,275,W
2020-10-13,9.7,-1.4,42.9,292,WNW
2020-10-14,10.2,2.5,34.2,271,W
2020-10-15,9.5,4.9,62.5,82,E
2020-10-16,16.8,6.3,34.3,283,WNW
2020-10-17,12.6,1.6,33.6,183,S
2020-10-18,12.0,4.4,77.8,54,NE
2020-10-19,11.9,0.1,20.8,278,W
2020-10-20,10.0,4.6,34.3,218,SW
2020-10-21,8.3,1.5,66.2,57,ENE
2020-10-22,3.8,0.1,40.7,5,N
2020-10-23,2.9,-2.1,40.9,331,NNW
2020-10-24,5.5,-2.0,45.1,272,W
2020-10-25,8.2,-0.8,58.3,173,S
2020-10-26,4.1,-3.8,51.5,305,NW
2020-10-27,1.3,-3.4,26.7,258,WSW
2020-10-28,1.9,-5.2,49.1,40,NE
2020-10-29,1.9,-7.7,23.4,272,W
2020-10-30,0.8,-6.1,66.9,243,WSW
2020-10-31,1.2,-8.5,50.5,316,NW
2020-11-01,3.3,-7.6,55.0,293,WNW
2020-11-02,8.8,1.1,65.8,198,SSW
2020-11-03,9.8,-5.8,113.5,140,SE
2020-11-04,-2.7,-9.0,59.0,316,NW
2020-11-05,1.4,-10.5,51.4,285,WNW
2020-11-06,8.0,0.5,73.0,173,S
2020-11-07,6.4,-1.0,89.7,250,WSW
2020-11-08,-0.6,-7.3,50.9,343,NNW
2020-11-09,1.1,-7.3,40.2,295,WNW
2020-11-10,7.1,-2.7,59.6,25,NNE
2020-11-11,8.8,-4.3,70.1,238,WSW
2020-11-12,7.0,-0.6,74.5,123,ESE
2020-11-13,2.5,-4.5,53.1,316,NW
2020-11-14,-0.1,-6.5,27.2,285,WNW
2020-11-15,1.6,-6.2,30.1,27,NNE
2020-11-16,0.0,-9.1,47.5,5,N
2020-11-17,2.9,0.0,52.6,113,ESE
2020-11-18,0.2,-7.9,39.5,237,WSW
2020-11-19,-4.0,-10.7,41.9,286,WNW
2020-11-20,-0.5,-10.8,32.2,257,WSW
2020-11-21,0.6,-5.3,54.9,248,WSW
2020-11-22,-2.1,-12.3,71.6,322,NW
2020-11-23,-3.2,-13.9,33.3,271,W
2020-11-24,4.6,-3.4,83.3,118,ESE
2020-11-25,-2.5,-12.1,110.1,341,NNW
2020-11-26,-2.0,-10.6,36.2,214,SW
2020-11-27,3.7,-12.0,41.5,6,N
2020-11-28,2.7,-0.4,29.4,227,SW
2020-11-29,0.2,-1.1,36.3,28,NNE
2020-11-30,-0.8,-8.1,62.5,327,NNW
2020-12-01,1.5,-8.0,29.9,277,W
2020-12-02,5.5,1.5,28.9,127,SE
2020-12-03,7.9,1.8,44.2,56,NE
2020-12-04,1.9,-1.3,52.0,192,SSW
2020-12-05,3.9,-0.2,33.8,167,SSE
2020-12-06,0.1,-1.5,60.7,256,WSW
2020-12-07,1.1,-1.6,72.0,22,NNE
2020-12-08,2.4,-0.3,65.3,337,NNW
2020-12-09,1.7,0.4,55.4,352,N
2020-12-10,1.4,-1.6,47.4,359,N
2020-12-11,1.9,-3.6,29.4,8,N
2020-12-12,-1.8,-8.7,56.3,319,NW
2020-12-13,-8.2,-17.9,45.9,347,NNW
2020-12-14,-2.4,-8.9,46.0,16,NNE
2020-12-15,-1.1,-2.8,52.1,88,E
2020-12-16,-1.4,-6.8,107.8,24,NNE
2020-12-17,0.5,-6.8,76.8,316,NW
2020-12-18,-1.1,-10.0,43.4,345,NNW
2020-12-19,-6.2,-15.3,35.9,326,NW
2020-12-20,-3.3,-12.5,42.3,276,W
2020-12-21,-0.8,-13.2,28.8,352,N
2020-12-22,3.7,-1.3,57.4,133,SE
2020-12-23,1.2,-10.7,68.9,188,S
2020-12-24,-0.8,-17.2,53.6,327,NNW
2020-12-25,6.8,-0.8,82.0,194,SSW
2020-12-26,10.2,1.9,77.3,202,SSW
2020-12-27,5.6,-2.0,68.4,112,ESE
2020-12-28,-1.9,-9.5,61.4,211,SSW
2020-12-29,-0.5,-7.9,33.4,276,W
2020-12-30,-0.2,-8.4,50.3,124,SE
2020-12-31,-1.7,-19.0,54.1,346,NNW
2021-01-01,-0.9,-15.7,70.8,184,S
2021-01-02,-11.2,-17.7,64.0,353,N
2021-01-03,-5.2,-16.3,31.0,347,NNW
2021-01-04,-2.1,-11.3,31.3,256,WSW
2021-01-05,-4.9,-13.6,32.7,348,NNW
2021-01-06,1.8,-5.2,79.4,355,N
2021-01-07,2.0,0.8,86.5,355,N
2021-01-08,2.8,1.1,79.2,355,N
2021-01-09,1.9,-0.9,80.8,344,NNW
2021-01-10,-0.9,-7.7,66.9,328,NNW
2021-01-11,-7.4,-13.7,47.8,336,NNW
2021-01-12,-6.3,-16.4,30.3,340,NNW
2021-01-13,-3.7,-17.2,25.9,251,WSW
2021-01-14,-2.0,-12.3,33.7,322,NW
2021-01-15,-1.1,-9.4,35.0,237,WSW
2021-01-16,-4.5,-11.8,22.9,17,NNE
2021-01-17,0.0,-10.5,45.3,2,N
2021-01-18,1.6,-1.1,36.8,74,ENE
2021-01-19,0.5,-6.9,28.6,174,S
2021-01-20,-4.6,-11.7,74.0,310,NW
2021-01-21,-4.8,-14.4,35.0,244,WSW
2021-01-22,-2.2,-6.2,55.7,119,ESE
2021-01-23,1.0,-2.8,52.2,354,N
2021-01-24,0.4,-3.2,59.7,256,WSW
2021-01-25,0.4,-1.5,87.9,0,N
2021-01-26,0.1,-3.8,72.7,11,N
2021-01-27,-3.8,-8.2,55.3,351,N
2021-01-28,-3.7,-9.7,68.1,314,NW
2021-01-29,-5.0,-10.0,67.6,330,NNW
2021-01-30,0.3,-7.6,80.7,309,NW
2021-01-31,-0.1,-5.8,86.4,331,NNW
2021-02-01,-4.2,-12.3,51.6,303,WNW
2021-02-02,-5.3,-14.5,42.6,305,NW
2021-02-03,-1.5,-9.0,83.1,64,ENE
2021-02-04,1.1,-1.5,59.6,70,ENE
2021-02-05,0.3,-1.5,65.5,355,N
2021-02-06,1.1,-1.6,45.2,1,N
2021-02-07,1.2,-3.5,64.0,76,ENE
